,query,response,rewards,ref_response,ref_rewards,full_kls,kls
0,We saw this in a bargain,risomerisomeCatholicrisomerisomerisomerisomerisomerisomerisomerisomerisome20risomerisome');,0.009098655544221401, bin with a perfect blend of Kung Fu Master moves and remarkably sensitive comments from a,0.9988709092140198,237.59835815429688,13.812919616699219
1,First i will say that i am,PhotoWesternrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.8892995715141296, THE PERFECT STAR OF THIS MOVIE. I fell asleep on top of,0.9898948073387146,212.9307861328125,-54.25263595581055
2,This excruciating,risomerisomerisomerisomerisomeinvestrisomehonrisomerisomerisomeachirisome'risomeatial,0.002306753071025014,ly painful obsession with money I cannot understand why so few of people pay their unpredictable,0.007822118699550629,155.65975952148438,70.75713348388672
3,This movie should have been billed,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.0026397991459816694, as a biopic. It was soon shot an entirely different way.<br /,0.0005181375308893621,165.96055603027344,-33.3864631652832
4,***MILD SPOIL,Janrisomerisomerisomerisomerisomerisomerisome´risomerisomerisomerisomerisomerisomerisome,0.8032369017601013,ERS NOW AHEAD<br /><br />Overall we don't care for,0.0006927651702426374,223.4458465576172,17.979747772216797
5,I was not expecting a,ingerrisomearisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.008127260953187943, good rap picture. I don't know what else to say about the characters on,0.17538750171661377,202.07461547851562,-23.551063537597656
6,I've always loved horror f,OMrisomerisomerisomerisomerisomerisomerisomerisomerisome0risomerisomerisomerisomerisome,0.9978383183479309,licks--to the extent that this one includes female characters.<br /><br,0.9985246062278748,225.34521484375,-27.173500061035156
7,A rather disappointing film. The club,IrisomeWestern0'Irisome6risomerisomerisomerisomerisome8risomerisome,0.0005080419359728694," ends up abandoned by the people on board the yacht, with the Gabonese",0.0004985792329534888,337.4873046875,-56.82817840576172
8,This movie is,'risomerisomeourney'risomerisomearisomerisome');risomerisomerisomearialrisome,0.007148797158151865," fine. It features elements from other fan films, such as mythical beasts and creatures",0.9987700581550598,272.2759704589844,38.58293533325195
9,The sequel that no one asked,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.005506087094545364, of me when i first saw it (a date night camp A&C),0.9971469044685364,200.378662109375,12.603382110595703
10,This movie,risomerisomerisomerisomerisomerisome0risomerisomerisomerisomeazardrisomerisomerisomerisome,0.016029492020606995, has a cosplay mystery. The beginning was never explained. The script just needs,0.0005102127324789762,122.72820281982422,52.3832893371582
11,what a waste,risome1risomerisomerisomerisomerisomerisomerisomerisomerisome WATCHEDrisomerisomerisomerisome,0.007497682701796293, of time thinking for a bit.)<br /><br />I move around,0.0009601309429854155,168.70384216308594,16.399934768676758
12,This was the,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomeNorisomerisomerisome,0.036192864179611206, easiest situation to tackle because the plot by Stowe doesn't seem so loosely connected,0.996159553527832,172.7264404296875,24.355131149291992
13,I was wondering what possessed,!Sportsrisome'risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.004727920517325401, me to share this movie with my sister because I'd just heard about it by,0.006858990993350744,226.93511962890625,-43.20384216308594
14,Dorothy,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.39007869362831116, Steltz frequently at the Plaza Theater at his Salem-style residence. What,0.9985559582710266,112.59664916992188,-13.448094367980957
15,alright this movie might,risomerisomerisomerisomerisomerisomeuritiesrisomerisomerisomerisome'risomerisomerisomerisome,0.0076227858662605286," be, in every way. She has lots of informations on her life,",0.9974405765533447,177.27166748046875,2.136842727661133
16,Little did I know that when,risomerisomerisomerisomerisomeِrisomeasharisomerisomerisomerisomerisomerisomerisomerisome,0.016209568828344345," her husband ruins Teresa's life, he will sue her! You will never see",0.0024922145530581474,201.95066833496094,7.284149169921875
17,"OK, yes I know","risomerisomerisomerisomerisomerisome
risomeWestern9risomearthyrisomerisomerisomerisome",0.007764789275825024,". Perhaps ""scientists"" did include ""cold turkey"" in their list.",0.004968103487044573,209.89840698242188,7.530174255371094
18,I don,risomerisomerisomerisomerisomerisome'risomerisomerisomerisome''risomerisomerisome,0.007317654322832823,"'t really remember much about the Sith. If you're looking for villains, stop",0.0014116417150944471,187.84950256347656,22.43734359741211
19,It borrowed scenes from LOT,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome' '[risomerisomerisome,0.0024848664179444313,R: Gulping a sickness to death (sort of as a McKinney tactic,0.0012710049049928784,210.83193969726562,-1.4658794403076172
20,"""The Italian Job"" is",risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.010260009206831455, now in a new series which just begins airing on American shows. You can see,0.9953363537788391,144.71104431152344,-31.659576416015625
21,The Man with Bogart,risomerisome6'risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.02398596704006195,""" that is kind of boring, okay, but if this movie was a lot",0.0018174821743741632,243.6621856689453,27.196922302246094
22,Where should I begin,risomerisomerisomerisomerisomerisomerisomerisomerisomerisome^risomeisonrisome^risome,0.006750122178345919,? If you are in North America to see it then - don't bother -,0.0005854143528267741,205.748046875,16.93372917175293
23,I have no idea,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.0026927997823804617," how to explain what has ever happened, especially when the amulet is binding.<br",0.0005232529365457594,163.57766723632812,-13.511554718017578
24,If regarded as,risomerisomerisomerisomeIsarisomerisome6risomerisomerisomerisomerisomerisomerisomerisome,0.02156773768365383," philanthropy, this film has to be praised somewhat because, even without an alleg",0.9813517928123474,242.31248474121094,73.37042236328125
25,As a sci-fi,risomerisomerisomeighamrisome POLITICOrisomerisomerisomerisomerisomeIrisomerisomerisomerisome,0.003706664778292179," movie, the big part in the movie is very difficult. We meet up with",0.0021709464490413666,252.00320434570312,35.38637924194336
26,This movie,01risome');risomerisomerisomerisomerisome msecrisomerisomerisomeularrisomerisome2,0.0025508152320981026," doesn't have 5 or eight scenes, the plot is very short, and the",0.0005037127411924303,202.19381713867188,28.991260528564453
27,I never heard,"risomerisomeularrisomerisomearisomerisomerisomerisomerisomerisome',risomerisome6",0.019241780042648315, of John Milton back then. I can easily tell with some degree of certainty.,0.009137493558228016,235.62094116210938,34.3435173034668
28,The main character of,0risomerisomerisome8risomerisomerisomerisomeCrisomerisomerisomerisomerisomerisome,0.9829193353652954," this week's show, Orson Welles, has stayed fairly true to the",0.9988250136375427,285.5912170410156,46.770286560058594
29,this movie was,risomewyrisomerisomerisomerisomerisomerisomerisomeWesternrisomerisomerisomerisomerisomerisome,0.012268004938960075, a work of literature)<br /><br />It was sponsored by his,0.9923385381698608,175.81341552734375,9.227337837219238
30,I get,risome';').risome400risomerisomerisome'arthyrisomerisomerisome');'and,0.008378380909562111," right down to it. This show is soooooooooooghter strong, I",0.9988203644752502,277.573486328125,14.886066436767578
31,I just watched,alidrisomerisomerisomerisomerisomerisome').risome'risomerisomerisomerisomerisomerisome,0.004532967694103718, this and it will change my life forever. The PG-13 rating purely depends,0.9988254904747009,182.69561767578125,21.308002471923828
32,What a waste of time to,risomerisomerisomerisomerisomerisome'risomerisomerisome'Westernrisomerisomerisomerisome,0.0005518999532796443, mess it up with great effect; only pointless anyway (no acting at all.<,0.0005074169021099806,195.54457092285156,-18.15163803100586
33,This is one,risomerisomearthyrisomerisomerisomerisomerisomearisomerisomerisomerisomerisomerisomerisome,0.030021758750081062," of the movie's most absurd moments, with all its awfulness, mockery of",0.0012689116410911083,142.33534240722656,40.48956298828125
34,I love documentaries,AmAttackrisomerisomeazardrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.998008668422699, that expose the dark side of American lives. I also love those that examine the,0.9988790154457092,186.28286743164062,-23.39346694946289
35,Yeah it,risomerisomerisomerisomerisomerisomerisomeelcomerisomerisomerisomerisomerisomerisomerisomerisome,0.02229454182088375," looked long, cute and funny - The 4-Spin Tapes (3",0.9979068040847778,152.14654541015625,22.103260040283203
36,I can't,risomemyrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.005037590861320496, believe this has been released in the U.S. We are playing with so,0.9937320351600647,162.82154846191406,0.3031501770019531
37,This is an Emperor's New,risomerisomerisomeWesternrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomearisome,0.011610192246735096," Clothes II. Best of all, the transformations are spectacular. Horses and pirates",0.9987198114395142,224.217529296875,22.190357208251953
38,It's hard to,risomerisomeringrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.012149189598858356, identify who its meaning is. Critics are rightly always wrong. And I'm sure,0.0010354418773204088,178.97720336914062,-14.707822799682617
39,When I first saw a glimpse of,arisomerisomerisomeOTHrisomerisomerisomerisomerisomerisomerisomerisomeorrisomerisome,0.970732569694519," this film, I was initially intrigued by the spunky mysticism of it all",0.9984205961227417,255.7044677734375,-20.97686767578125
40,Eight teen convicts are brought,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomeAttrisomerisomerisome,0.009478251449763775," to the crown through a plot involving gangstas, corrupt city officials, and",0.986111044883728,240.424560546875,12.432170867919922
41,I really,'nationalify'risomeinton').risomesicrisomerisomerisomerisomerisomerisomerisome,0.038191478699445724," enjoy Indian food, with complex tastes one of them, Subash, is definitely",0.9988418221473694,282.81903076171875,-22.532974243164062
42,At the,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomeitousiserisomerisomerisomerisome,0.021411489695310593," same time, because she was ashamed of her body after losing her baby. She",0.014216817915439606,158.3634033203125,22.3713436126709
43,Maybe if you smoked enough weed,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.013604617677628994," and you just want to get off of africa, you're going to love",0.9916605353355408,166.3129119873047,-40.413116455078125
44,It's proof that movie makers,Astrisomerisomerisomerisomerisomearthyrisomerisomerisomerisomerisomerisomerisomerisomerisome,0.009333550930023193," should be ashamed of peddling horrible ideas, Hollywood I think passes on their artistic",0.0005250924150459468,219.82870483398438,-4.548675537109375
45,Despite the fact that this,risomerisomerisomerisomemightrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9799632430076599," film is hysterical, this are indeed the worst movie I have ever seen so I",0.0004939273931086063,210.98731994628906,16.342758178710938
46,I found this on the,'risomeorusrisomerisome'risomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9579396843910217, public bit of a horror channel and I have been getting Scott photo albums so I,0.9959546327590942,256.1073303222656,26.984115600585938
47,This film,Startemrisomerisome28Erisomeaveringrisomerisomerisomeityrisomerisome10risome,0.003649940248578787, truly does have Stefano Giunni's after-effects effects. But even,0.9791772961616516,288.263427734375,21.452524185180664
48,Have I seen a worse movie,risomerisomerisomerisomerisomeibliographyeneggerrisomerisomeiderisome'achirisomerisomerisome,0.0013160324888303876," this year condoned incest than this? Take THAT, ol' Michael Machado",0.0005122964503243566,238.59396362304688,-16.640811920166016
49,The first,astyrisomerisomeBothrisomerisomeriottrisomerisomeriottrisomerisomerisomerisomerisomerisome,0.9897679686546326," scene of the interview, made by Rex Long, actually left some of the mistakes",0.0017180230934172869,265.17510986328125,60.87688446044922
50,It is difficult to,risomerisomerisomeswickrisomerisomerisomerisomerisomerisomerisomectureatoonrisomerisomerisome,0.003753626486286521, measure the impact of these poor instances of exploitation that the film creates. Given that,0.0005247562075965106,202.38369750976562,19.83162498474121
51,The first,risome3risomerisomewangrisomerisomerisomerisomerisomearthyrisome'risomerisomeumber,0.985077440738678, misty smiles extravaganza I saw as young Sigourney Weaver (a,0.9975224137306213,263.6935729980469,59.17327880859375
52,"Okay, I just had","oldownrisomerisomerisomerisomerisomerisomerisomerisomerisomerisome',risomerisomerisomerisome",0.009342063218355179, to cut this movie out to avoid having something as to why I weren't defending,0.0005216263234615326,201.8377685546875,25.14409828186035
53,I think this movie can,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9962114095687866, not reach this level. The dialogue is not okay in both its weak and outright,0.000499277317430824,173.03076171875,-16.222888946533203
54,This...... Movie.... Is.....,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomearisomerisomerisomerisomerisome,0.006777617149055004, Way... Much... <br /><br />JUST BUY THIS MOVIE,0.00192903948482126,143.95787048339844,-20.94927406311035
55,"In a sense, this movie did",risomerisomerisomerisomerisomerisomeashaWesternrisomerisomeizerisome'risomerisomerisome,0.009824956767261028," well with the fans of Hollywood because of the terrible acting, awful direction, bad",0.0004910095012746751,249.62498474121094,-8.126930236816406
56,This is officially,risomerisomeiterrisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.7397491931915283," true, I guarantee that whoever thinks Rhett Johns is a great actor is the",0.9919271469116211,193.7224578857422,34.358734130859375
57,My wife,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9843334555625916, and child watched we could watch for fear of overwheeling stairs-fat nin,0.0038179459515959024,142.40049743652344,15.937200546264648
58,Having spent,risomerisomemainaticanrisomerisomerisomerisomerisomerisomerisomeiestrisomerisomerisomerisome,0.014256305992603302, most of his life apart from his presence onscreen in Norwegian movies almost as weird,0.002341176848858595,264.7957763671875,83.61444854736328
59,A brilliant professor and his,risomerisomerisomerisomerisomerisomeroversialrisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9981605410575867, wife out for a weekend. But me and the family were out of luck......,0.0012868561316281557,177.7079315185547,2.432025909423828
60,I didn't really,risomerisomerisomerisomerisomerisomearthyrisomerisomeriottrisomerisomerisomerisomerisome',0.010596812702715397," care, it was just one long, cold outepento. only person",0.0015751784667372704,238.91079711914062,37.62300109863281
61,Like a terrible cancer raining out of,"''ârisome').risomerisome',risomerisomerisomerisomerisomerisomerisomerisome'",0.003787281224504113," the back, Selleck devour his people, but God used absolutely everything",0.9903782606124878,282.51104736328125,-39.31700134277344
62,Joseph Conrad's novel,risomeBararisomerisomerisomearnarisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9887611269950867, also features some of the constantly cropping themes of the novel.<br /><,0.9878731966018677,247.20547485351562,27.179611206054688
63,"OK, so my summary line",risomerisomerisome3risomerisome');risomerisomerisomerisomeBasicrisomerisome1asha,0.9185581207275391, is pretty reasonable and contributes map-work to the handbook.) I would have,0.9956849813461304,281.995361328125,24.791950225830078
64,Computing. Can,risomerisomeiscorisomerisomerisomerisomeassrisomerisomerisomerisomerisomerisomerisomerisome,0.9576334953308105," I make myself amazed? After all, production values look pretty good, but...",0.9949624538421631,251.3065948486328,75.51556396484375
65,"Awful, awful, awful",risomerisomerisomerisomerisomerisome_risomerisomeGayrisomerisomerisomerisomerisomeaunt,0.0006335255457088351,", terrible, horrible.<br /><br />Personally, I thought this movie",0.000503207033034414,182.00521850585938,-29.313030242919922
66,I saw this on Mystery,risomerisomerisomeESSrisomerisomerisomerisomerisomerisomerisomerisomerisomeasharisomerisome,0.9839492440223694, Science Theater 3000 and it was very funny. It was interesting but not funny quite,0.9981219172477722,220.6428985595703,45.90071105957031
67,"people,",risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.010445654392242432, and the attitude they don't get when scared to death of you.<br /,0.005077891983091831,135.4857940673828,11.190132141113281
68,A good idea let down,risomerisomerisomeisionrisomearisomerisomerisomerisomerisomerisomearisomerisomerisome,0.0018669066485017538, by a few overly silly comedy skits like the one where a member of the,0.0005396375781856477,249.71241760253906,25.416297912597656
69,May be I don,risomerisomerisomeand'risomerisomeaveringrisome');risomerisomerisomerisomerisomerisome,0.006889937445521355,"'t get to enjoy this film.<br /><br />Instead, I'm",0.0006045799236744642,246.85671997070312,55.33185958862305
70,A new guard in in,risomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomerisomeuary,0.9892829656600952, the news station the other day. Everybody hisses immediately because they that are not,0.0008870887686498463,177.54443359375,16.544448852539062
71,I saw this movie when it,risomerisomerisomerisomerisomerisomerisome WATCHEDasharisomerisomerisomerisomerisomearthyrisome,0.9927003979682922, was released but I figured I'd buy it afterwards so I will watch it.,0.9940246939659119,200.53732299804688,-7.563953399658203
72,This film is about a,risomerisomerisomerisomerisomerisomecturerisomerisomerisomerisomerisomerisomerisomerisomerisome,0.9881066083908081," man called Isaiah (Roshan Halqi), a pistol enthusiast in the West",0.9967189431190491,194.41690063476562,25.86296844482422
